Table,Field,Type,Nullable,Default,Description,Category
ProgramLoadAuthorization,id,String,No,cuid(,,Other
ProgramLoadAuthorization,authorizationId,String,No,,,Other
ProgramLoadAuthorization,operatorBadgeNumber,String,No,,,Other
ProgramLoadAuthorization,machineId,String,No,,,Other
ProgramLoadAuthorization,programName,String,No,,,Other
ProgramLoadAuthorization,programRevision,String,No,,,Other
ProgramLoadAuthorization,partNumber,String,No,,,Other
ProgramLoadAuthorization,workOrderNumber,String,Yes,,,Other
ProgramLoadAuthorization,authorized,Boolean,No,,,Other
ProgramLoadAuthorization,authorizationDate,DateTime,No,now(,,Other
ProgramLoadAuthorization,operatorAuthenticated,Boolean,No,,,Other
ProgramLoadAuthorization,workOrderValid,Boolean,No,,,Other
ProgramLoadAuthorization,certificationValid,Boolean,No,,,Other
ProgramLoadAuthorization,programVersionValid,Boolean,No,,,Other
ProgramLoadAuthorization,gaugeCalibrationValid,Boolean,No,,,Other
ProgramLoadAuthorization,failureReasons,String,Yes,,,Other
ProgramLoadAuthorization,validationDetails,Json,Yes,,,Other
ProgramLoadAuthorization,supervisorNotified,Boolean,No,auto,,Other
ProgramLoadAuthorization,overrideReason,String,Yes,,,Other
ProgramLoadAuthorization,electronicSignature,String,Yes,,,Other
ProgramLoadAuthorization,createdAt,DateTime,No,now(,,Other
OperationGaugeRequirement,id,String,No,cuid(,,Production Management
OperationGaugeRequirement,partNumber,String,No,,,Production Management
OperationGaugeRequirement,operationCode,String,No,,,Production Management
OperationGaugeRequirement,measurementEquipmentId,String,No,,,Production Management
OperationGaugeRequirement,required,Boolean,No,true,,Production Management
OperationGaugeRequirement,createdAt,DateTime,No,now(,,Production Management
OperationGaugeRequirement,measurementEquipment,MeasurementEquipment,No,,,Production Management
Alert,id,String,No,cuid(,,Other
Alert,alertType,String,No,,,Other
Alert,severity,String,No,,,Other
Alert,message,String,No,,,Other
Alert,details,Json,Yes,,,Other
Alert,resolved,Boolean,No,auto,,Other
Alert,resolvedBy,String,Yes,,,Other
Alert,resolvedAt,DateTime,Yes,,,Other
Alert,createdAt,DateTime,No,now(,,Other
Alert,updatedAt,DateTime,No,,,Other
IntegrationConfig,id,String,No,cuid(,,Other
IntegrationConfig,name,String,No,,,Other
IntegrationConfig,displayName,String,No,,,Other
IntegrationConfig,type,IntegrationType,No,,,Other
IntegrationConfig,enabled,Boolean,No,true,,Other
IntegrationConfig,config,Json,No,,,Other
IntegrationConfig,lastSync,DateTime,Yes,,,Other
IntegrationConfig,lastSyncStatus,String,Yes,,,Other
IntegrationConfig,lastError,String,Yes,,,Other
IntegrationConfig,errorCount,Int,No,auto,,Other
IntegrationConfig,totalSyncs,Int,No,auto,,Other
IntegrationConfig,successCount,Int,No,auto,,Other
IntegrationConfig,failureCount,Int,No,auto,,Other
IntegrationConfig,syncSchedule,Json,Yes,,,Other
IntegrationConfig,createdAt,DateTime,No,now(,,Other
IntegrationConfig,updatedAt,DateTime,No,,,Other
IntegrationConfig,erpMaterialTransactions,ERPMaterialTransaction[],No,,,Other
IntegrationConfig,logs,IntegrationLog[],No,,,Other
IntegrationConfig,personnelInfoExchanges,PersonnelInfoExchange[],No,,,Other
IntegrationConfig,productionPerformanceActuals,ProductionPerformanceActual[],No,,,Other
IntegrationConfig,productionScheduleRequests,ProductionScheduleRequest[],No,,,Other
IntegrationLog,id,String,No,cuid(,,Other
IntegrationLog,configId,String,No,,,Other
IntegrationLog,operation,String,No,,,Other
IntegrationLog,direction,IntegrationDirection,No,,,Other
IntegrationLog,status,IntegrationLogStatus,No,,,Other
IntegrationLog,recordCount,Int,No,auto,,Other
IntegrationLog,successCount,Int,No,auto,,Other
IntegrationLog,errorCount,Int,No,auto,,Other
IntegrationLog,duration,Int,No,,,Other
IntegrationLog,requestData,Json,Yes,,,Other
IntegrationLog,responseData,Json,Yes,,,Other
IntegrationLog,errors,Json,Yes,,,Other
IntegrationLog,details,Json,Yes,,,Other
IntegrationLog,startedAt,DateTime,No,now(,,Other
IntegrationLog,completedAt,DateTime,Yes,,,Other
IntegrationLog,createdAt,DateTime,No,now(,,Other
IntegrationLog,config,IntegrationConfig,No,,,Other
ProductionScheduleRequest,id,String,No,cuid(,,Production Management
ProductionScheduleRequest,messageId,String,No,,,Production Management
ProductionScheduleRequest,configId,String,No,,,Production Management
ProductionScheduleRequest,scheduleType,ScheduleType,No,,,Production Management
ProductionScheduleRequest,priority,SchedulePriority,No,,,Production Management
ProductionScheduleRequest,requestedBy,String,No,,,Production Management
ProductionScheduleRequest,requestedDate,DateTime,No,now(,,Production Management
ProductionScheduleRequest,effectiveStartDate,DateTime,No,,,Production Management
ProductionScheduleRequest,effectiveEndDate,DateTime,No,,,Production Management
ProductionScheduleRequest,workOrderId,String,Yes,,,Production Management
ProductionScheduleRequest,externalWorkOrderId,String,No,,,Production Management
ProductionScheduleRequest,partId,String,Yes,,,Production Management
ProductionScheduleRequest,partNumber,String,Yes,,,Production Management
ProductionScheduleRequest,quantity,Float,No,,,Production Management
ProductionScheduleRequest,unitOfMeasure,String,No,,,Production Management
ProductionScheduleRequest,dueDate,DateTime,No,,,Production Management
ProductionScheduleRequest,workCenterId,String,Yes,,,Production Management
ProductionScheduleRequest,equipmentRequirements,Json,Yes,,,Production Management
ProductionScheduleRequest,personnelRequirements,Json,Yes,,,Production Management
ProductionScheduleRequest,materialRequirements,Json,Yes,,,Production Management
ProductionScheduleRequest,status,B2MMessageStatus,No,,,Production Management
ProductionScheduleRequest,processedAt,DateTime,Yes,,,Production Management
ProductionScheduleRequest,errorMessage,String,Yes,,,Production Management
ProductionScheduleRequest,validationErrors,Json,Yes,,,Production Management
ProductionScheduleRequest,requestPayload,Json,No,,,Production Management
ProductionScheduleRequest,responsePayload,Json,Yes,,,Production Management
ProductionScheduleRequest,createdAt,DateTime,No,now(,,Production Management
ProductionScheduleRequest,updatedAt,DateTime,No,,,Production Management
ProductionScheduleRequest,config,IntegrationConfig,No,,,Production Management
ProductionScheduleRequest,part,Part,Yes,,,Production Management
ProductionScheduleRequest,workCenter,Equipment,Yes,,,Production Management
ProductionScheduleRequest,workOrder,WorkOrder,Yes,,,Production Management
ProductionScheduleRequest,response,ProductionScheduleResponse,Yes,,,Production Management
ProductionScheduleResponse,id,String,No,cuid(,,Production Management
ProductionScheduleResponse,requestId,String,No,,,Production Management
ProductionScheduleResponse,messageId,String,No,,,Production Management
ProductionScheduleResponse,accepted,Boolean,No,,,Production Management
ProductionScheduleResponse,confirmedStartDate,DateTime,Yes,,,Production Management
ProductionScheduleResponse,confirmedEndDate,DateTime,Yes,,,Production Management
ProductionScheduleResponse,confirmedQuantity,Float,Yes,,,Production Management
ProductionScheduleResponse,rejectionReason,String,Yes,,,Production Management
ProductionScheduleResponse,modifications,Json,Yes,,,Production Management
ProductionScheduleResponse,constraints,Json,Yes,,,Production Management
ProductionScheduleResponse,proposedStartDate,DateTime,Yes,,,Production Management
ProductionScheduleResponse,proposedEndDate,DateTime,Yes,,,Production Management
ProductionScheduleResponse,proposedQuantity,Float,Yes,,,Production Management
ProductionScheduleResponse,respondedBy,String,No,,,Production Management
ProductionScheduleResponse,respondedAt,DateTime,No,now(,,Production Management
ProductionScheduleResponse,sentToERP,Boolean,No,auto,,Production Management
ProductionScheduleResponse,sentAt,DateTime,Yes,,,Production Management
ProductionScheduleResponse,responsePayload,Json,No,,,Production Management
ProductionScheduleResponse,createdAt,DateTime,No,now(,,Production Management
ProductionScheduleResponse,request,ProductionScheduleRequest,No,,,Production Management
ProductionPerformanceActual,id,String,No,cuid(,,Other
ProductionPerformanceActual,messageId,String,No,,,Other
ProductionPerformanceActual,configId,String,No,,,Other
ProductionPerformanceActual,workOrderId,String,No,,,Other
ProductionPerformanceActual,externalWorkOrderId,String,No,,,Other
ProductionPerformanceActual,operationId,String,Yes,,,Other
ProductionPerformanceActual,reportingPeriodStart,DateTime,No,,,Other
ProductionPerformanceActual,reportingPeriodEnd,DateTime,No,,,Other
ProductionPerformanceActual,quantityProduced,Float,No,,,Other
ProductionPerformanceActual,quantityGood,Float,No,,,Other
ProductionPerformanceActual,quantityScrap,Float,No,,,Other
ProductionPerformanceActual,quantityRework,Float,No,,,Other
ProductionPerformanceActual,yieldPercentage,Float,Yes,,,Other
ProductionPerformanceActual,setupTimeActual,Float,Yes,,,Other
ProductionPerformanceActual,runTimeActual,Float,Yes,,,Other
ProductionPerformanceActual,downtimeActual,Float,Yes,,,Other
ProductionPerformanceActual,laborHoursActual,Float,Yes,,,Other
ProductionPerformanceActual,laborCostActual,Float,Yes,,,Other
ProductionPerformanceActual,materialCostActual,Float,Yes,,,Other
ProductionPerformanceActual,overheadCostActual,Float,Yes,,,Other
ProductionPerformanceActual,totalCostActual,Float,Yes,,,Other
ProductionPerformanceActual,quantityVariance,Float,Yes,,,Other
ProductionPerformanceActual,timeVariance,Float,Yes,,,Other
ProductionPerformanceActual,costVariance,Float,Yes,,,Other
ProductionPerformanceActual,efficiencyVariance,Float,Yes,,,Other
ProductionPerformanceActual,personnelActuals,Json,Yes,,,Other
ProductionPerformanceActual,equipmentActuals,Json,Yes,,,Other
ProductionPerformanceActual,materialActuals,Json,Yes,,,Other
ProductionPerformanceActual,status,B2MMessageStatus,No,,,Other
ProductionPerformanceActual,sentToERP,Boolean,No,auto,,Other
ProductionPerformanceActual,sentAt,DateTime,Yes,,,Other
ProductionPerformanceActual,erpConfirmation,String,Yes,,,Other
ProductionPerformanceActual,errorMessage,String,Yes,,,Other
ProductionPerformanceActual,messagePayload,Json,No,,,Other
ProductionPerformanceActual,createdBy,String,No,,,Other
ProductionPerformanceActual,createdAt,DateTime,No,now(,,Other
ProductionPerformanceActual,updatedAt,DateTime,No,,,Other
ProductionPerformanceActual,config,IntegrationConfig,No,,,Other
ProductionPerformanceActual,workOrder,WorkOrder,No,,,Other
ERPMaterialTransaction,id,String,No,cuid(,,Material Management
ERPMaterialTransaction,messageId,String,No,,,Material Management
ERPMaterialTransaction,configId,String,No,,,Material Management
ERPMaterialTransaction,transactionType,ERPTransactionType,No,,,Material Management
ERPMaterialTransaction,direction,IntegrationDirection,No,,,Material Management
ERPMaterialTransaction,transactionDate,DateTime,No,now(,,Material Management
ERPMaterialTransaction,partId,String,Yes,,,Material Management
ERPMaterialTransaction,externalPartId,String,No,,,Material Management
ERPMaterialTransaction,fromLocation,String,Yes,,,Material Management
ERPMaterialTransaction,toLocation,String,Yes,,,Material Management
ERPMaterialTransaction,workOrderId,String,Yes,,,Material Management
ERPMaterialTransaction,externalWorkOrderId,String,Yes,,,Material Management
ERPMaterialTransaction,quantity,Float,No,,,Material Management
ERPMaterialTransaction,unitOfMeasure,String,No,,,Material Management
ERPMaterialTransaction,lotNumber,String,Yes,,,Material Management
ERPMaterialTransaction,serialNumber,String,Yes,,,Material Management
ERPMaterialTransaction,unitCost,Float,Yes,,,Material Management
ERPMaterialTransaction,totalCost,Float,Yes,,,Material Management
ERPMaterialTransaction,currency,String,Yes,USD,,Material Management
ERPMaterialTransaction,movementType,String,No,,,Material Management
ERPMaterialTransaction,reasonCode,String,Yes,,,Material Management
ERPMaterialTransaction,status,B2MMessageStatus,No,,,Material Management
ERPMaterialTransaction,processedAt,DateTime,Yes,,,Material Management
ERPMaterialTransaction,erpTransactionId,String,Yes,,,Material Management
ERPMaterialTransaction,errorMessage,String,Yes,,,Material Management
ERPMaterialTransaction,messagePayload,Json,No,,,Material Management
ERPMaterialTransaction,createdBy,String,No,,,Material Management
ERPMaterialTransaction,createdAt,DateTime,No,now(,,Material Management
ERPMaterialTransaction,updatedAt,DateTime,No,,,Material Management
ERPMaterialTransaction,config,IntegrationConfig,No,,,Material Management
ERPMaterialTransaction,part,Part,Yes,,,Material Management
ERPMaterialTransaction,workOrder,WorkOrder,Yes,,,Material Management
PersonnelInfoExchange,id,String,No,cuid(,,Other
PersonnelInfoExchange,messageId,String,No,,,Other
PersonnelInfoExchange,configId,String,No,,,Other
PersonnelInfoExchange,personnelId,String,Yes,,,Other
PersonnelInfoExchange,externalPersonnelId,String,No,,,Other
PersonnelInfoExchange,actionType,PersonnelActionType,No,,,Other
PersonnelInfoExchange,direction,IntegrationDirection,No,,,Other
PersonnelInfoExchange,firstName,String,Yes,,,Other
PersonnelInfoExchange,lastName,String,Yes,,,Other
PersonnelInfoExchange,email,String,Yes,,,Other
PersonnelInfoExchange,employeeNumber,String,Yes,,,Other
PersonnelInfoExchange,department,String,Yes,,,Other
PersonnelInfoExchange,jobTitle,String,Yes,,,Other
PersonnelInfoExchange,skills,Json,Yes,,,Other
PersonnelInfoExchange,certifications,Json,Yes,,,Other
PersonnelInfoExchange,qualifications,Json,Yes,,,Other
PersonnelInfoExchange,shiftCode,String,Yes,,,Other
PersonnelInfoExchange,workCalendar,String,Yes,,,Other
PersonnelInfoExchange,availableFrom,DateTime,Yes,,,Other
PersonnelInfoExchange,availableTo,DateTime,Yes,,,Other
PersonnelInfoExchange,employmentStatus,String,Yes,,,Other
PersonnelInfoExchange,lastWorkDate,DateTime,Yes,,,Other
PersonnelInfoExchange,status,B2MMessageStatus,No,,,Other
PersonnelInfoExchange,processedAt,DateTime,Yes,,,Other
PersonnelInfoExchange,errorMessage,String,Yes,,,Other
PersonnelInfoExchange,messagePayload,Json,No,,,Other
PersonnelInfoExchange,createdAt,DateTime,No,now(,,Other
PersonnelInfoExchange,updatedAt,DateTime,No,,,Other
PersonnelInfoExchange,config,IntegrationConfig,No,,,Other
EquipmentDataCollection,id,String,No,cuid(,,Core Infrastructure
EquipmentDataCollection,equipmentId,String,No,,,Core Infrastructure
EquipmentDataCollection,dataCollectionType,DataCollectionType,No,,,Core Infrastructure
EquipmentDataCollection,collectionTimestamp,DateTime,No,now(,,Core Infrastructure
EquipmentDataCollection,dataPointName,String,No,,,Core Infrastructure
EquipmentDataCollection,dataPointId,String,Yes,,,Core Infrastructure
EquipmentDataCollection,numericValue,Float,Yes,,,Core Infrastructure
EquipmentDataCollection,stringValue,String,Yes,,,Core Infrastructure
EquipmentDataCollection,booleanValue,Boolean,Yes,,,Core Infrastructure
EquipmentDataCollection,jsonValue,Json,Yes,,,Core Infrastructure
EquipmentDataCollection,unitOfMeasure,String,Yes,,,Core Infrastructure
EquipmentDataCollection,quality,String,Yes,,,Core Infrastructure
EquipmentDataCollection,workOrderId,String,Yes,,,Core Infrastructure
EquipmentDataCollection,operationId,String,Yes,,,Core Infrastructure
EquipmentDataCollection,productionRunId,String,Yes,,,Core Infrastructure
EquipmentDataCollection,equipmentState,String,Yes,,,Core Infrastructure
EquipmentDataCollection,protocol,String,Yes,,,Core Infrastructure
EquipmentDataCollection,sourceAddress,String,Yes,,,Core Infrastructure
EquipmentDataCollection,createdAt,DateTime,No,now(,,Core Infrastructure
EquipmentDataCollection,equipment,Equipment,No,,,Core Infrastructure
EquipmentDataCollection,workOrder,WorkOrder,Yes,,,Core Infrastructure
EquipmentCommand,id,String,No,cuid(,,Core Infrastructure
EquipmentCommand,equipmentId,String,No,,,Core Infrastructure
EquipmentCommand,commandType,CommandType,No,,,Core Infrastructure
EquipmentCommand,commandStatus,CommandStatus,No,PENDING,,Core Infrastructure
EquipmentCommand,commandName,String,No,,,Core Infrastructure
EquipmentCommand,commandPayload,Json,Yes,,,Core Infrastructure
EquipmentCommand,workOrderId,String,Yes,,,Core Infrastructure
EquipmentCommand,operationId,String,Yes,,,Core Infrastructure
EquipmentCommand,issuedAt,DateTime,No,now(,,Core Infrastructure
EquipmentCommand,sentAt,DateTime,Yes,,,Core Infrastructure
EquipmentCommand,acknowledgedAt,DateTime,Yes,,,Core Infrastructure
EquipmentCommand,completedAt,DateTime,Yes,,,Core Infrastructure
EquipmentCommand,responsePayload,Json,Yes,,,Core Infrastructure
EquipmentCommand,responseCode,String,Yes,,,Core Infrastructure
EquipmentCommand,responseMessage,String,Yes,,,Core Infrastructure
EquipmentCommand,timeoutSeconds,Int,No,30,,Core Infrastructure
EquipmentCommand,retryCount,Int,No,auto,,Core Infrastructure
EquipmentCommand,maxRetries,Int,No,3,,Core Infrastructure
EquipmentCommand,priority,Int,No,5,,Core Infrastructure
EquipmentCommand,issuedBy,String,No,,,Core Infrastructure
EquipmentCommand,createdAt,DateTime,No,now(,,Core Infrastructure
EquipmentCommand,updatedAt,DateTime,No,,,Core Infrastructure
EquipmentCommand,equipment,Equipment,No,,,Core Infrastructure
EquipmentCommand,workOrder,WorkOrder,Yes,,,Core Infrastructure
EquipmentMaterialMovement,id,String,No,cuid(,,Core Infrastructure
EquipmentMaterialMovement,equipmentId,String,No,,,Core Infrastructure
EquipmentMaterialMovement,partId,String,Yes,,,Core Infrastructure
EquipmentMaterialMovement,partNumber,String,No,,,Core Infrastructure
EquipmentMaterialMovement,lotNumber,String,Yes,,,Core Infrastructure
EquipmentMaterialMovement,serialNumber,String,Yes,,,Core Infrastructure
EquipmentMaterialMovement,movementType,String,No,,,Core Infrastructure
EquipmentMaterialMovement,quantity,Float,No,,,Core Infrastructure
EquipmentMaterialMovement,unitOfMeasure,String,No,,,Core Infrastructure
EquipmentMaterialMovement,movementTimestamp,DateTime,No,now(,,Core Infrastructure
EquipmentMaterialMovement,workOrderId,String,Yes,,,Core Infrastructure
EquipmentMaterialMovement,operationId,String,Yes,,,Core Infrastructure
EquipmentMaterialMovement,fromLocation,String,Yes,,,Core Infrastructure
EquipmentMaterialMovement,toLocation,String,Yes,,,Core Infrastructure
EquipmentMaterialMovement,qualityStatus,String,Yes,,,Core Infrastructure
EquipmentMaterialMovement,upstreamTraceId,String,Yes,,,Core Infrastructure
EquipmentMaterialMovement,downstreamTraceId,String,Yes,,,Core Infrastructure
EquipmentMaterialMovement,recordedBy,String,No,,,Core Infrastructure
EquipmentMaterialMovement,createdAt,DateTime,No,now(,,Core Infrastructure
EquipmentMaterialMovement,equipment,Equipment,No,,,Core Infrastructure
EquipmentMaterialMovement,part,Part,Yes,,,Core Infrastructure
EquipmentMaterialMovement,workOrder,WorkOrder,Yes,,,Core Infrastructure
ProcessDataCollection,id,String,No,cuid(,,Production Management
ProcessDataCollection,equipmentId,String,No,,,Production Management
ProcessDataCollection,processName,String,No,,,Production Management
ProcessDataCollection,processStepNumber,Int,Yes,,,Production Management
ProcessDataCollection,startTimestamp,DateTime,No,,,Production Management
ProcessDataCollection,endTimestamp,DateTime,Yes,,,Production Management
ProcessDataCollection,duration,Float,Yes,,,Production Management
ProcessDataCollection,workOrderId,String,Yes,,,Production Management
ProcessDataCollection,operationId,String,Yes,,,Production Management
ProcessDataCollection,partNumber,String,Yes,,,Production Management
ProcessDataCollection,lotNumber,String,Yes,,,Production Management
ProcessDataCollection,serialNumber,String,Yes,,,Production Management
ProcessDataCollection,parameters,Json,No,,,Production Management
ProcessDataCollection,quantityProduced,Float,Yes,,,Production Management
ProcessDataCollection,quantityGood,Float,Yes,,,Production Management
ProcessDataCollection,quantityScrap,Float,Yes,,,Production Management
ProcessDataCollection,inSpecCount,Int,Yes,,,Production Management
ProcessDataCollection,outOfSpecCount,Int,Yes,,,Production Management
ProcessDataCollection,averageUtilization,Float,Yes,,,Production Management
ProcessDataCollection,peakUtilization,Float,Yes,,,Production Management
ProcessDataCollection,alarmCount,Int,No,auto,,Production Management
ProcessDataCollection,criticalAlarmCount,Int,No,auto,,Production Management
ProcessDataCollection,operatorId,String,Yes,,,Production Management
ProcessDataCollection,supervisorId,String,Yes,,,Production Management
ProcessDataCollection,createdAt,DateTime,No,now(,,Production Management
ProcessDataCollection,updatedAt,DateTime,No,,,Production Management
ProcessDataCollection,equipment,Equipment,No,,,Production Management
ProcessDataCollection,workOrder,WorkOrder,Yes,,,Production Management
QIFMeasurementPlan,id,String,No,cuid(,,Other
QIFMeasurementPlan,qifPlanId,String,No,,,Other
QIFMeasurementPlan,partNumber,String,No,,,Other
QIFMeasurementPlan,partRevision,String,No,,,Other
QIFMeasurementPlan,planVersion,String,No,,,Other
QIFMeasurementPlan,planName,String,Yes,,,Other
QIFMeasurementPlan,description,String,Yes,,,Other
QIFMeasurementPlan,createdDate,DateTime,No,now(,,Other
QIFMeasurementPlan,createdBy,String,Yes,,,Other
QIFMeasurementPlan,qifXmlContent,String,No,,,Other
QIFMeasurementPlan,qifVersion,String,No,3.0.0,,Other
QIFMeasurementPlan,characteristicCount,Int,No,auto,,Other
QIFMeasurementPlan,workOrderId,String,Yes,,,Other
QIFMeasurementPlan,faiReportId,String,Yes,,,Other
QIFMeasurementPlan,status,String,No,ACTIVE,,Other
QIFMeasurementPlan,supersededBy,String,Yes,,,Other
QIFMeasurementPlan,lastSyncedAt,DateTime,Yes,,,Other
QIFMeasurementPlan,createdAt,DateTime,No,now(,,Other
QIFMeasurementPlan,updatedAt,DateTime,No,,,Other
QIFMeasurementPlan,characteristics,QIFCharacteristic[],No,,,Other
QIFMeasurementPlan,faiReport,FAIReport,Yes,,,Other
QIFMeasurementPlan,workOrder,WorkOrder,Yes,,,Other
QIFMeasurementPlan,measurementResults,QIFMeasurementResult[],No,,,Other
QIFCharacteristic,id,String,No,cuid(,,Other
QIFCharacteristic,qifMeasurementPlanId,String,No,,,Other
QIFCharacteristic,characteristicId,String,No,,,Other
QIFCharacteristic,balloonNumber,String,Yes,,,Other
QIFCharacteristic,characteristicName,String,Yes,,,Other
QIFCharacteristic,description,String,Yes,,,Other
QIFCharacteristic,nominalValue,Float,Yes,,,Other
QIFCharacteristic,upperTolerance,Float,Yes,,,Other
QIFCharacteristic,lowerTolerance,Float,Yes,,,Other
QIFCharacteristic,toleranceType,String,Yes,,,Other
QIFCharacteristic,gdtType,String,Yes,,,Other
QIFCharacteristic,datumReferenceFrame,String,Yes,,,Other
QIFCharacteristic,materialCondition,String,Yes,,,Other
QIFCharacteristic,measurementMethod,String,Yes,,,Other
QIFCharacteristic,samplingRequired,Boolean,No,auto,,Other
QIFCharacteristic,sampleSize,Int,Yes,,,Other
QIFCharacteristic,sequenceNumber,Int,Yes,,,Other
QIFCharacteristic,createdAt,DateTime,No,now(,,Other
QIFCharacteristic,qifMeasurementPlan,QIFMeasurementPlan,No,,,Other
QIFCharacteristic,measurements,QIFMeasurement[],No,,,Other
QIFMeasurementResult,id,String,No,cuid(,,Other
QIFMeasurementResult,qifResultsId,String,No,,,Other
QIFMeasurementResult,qifMeasurementPlanId,String,Yes,,,Other
QIFMeasurementResult,partNumber,String,No,,,Other
QIFMeasurementResult,serialNumber,String,Yes,,,Other
QIFMeasurementResult,lotNumber,String,Yes,,,Other
QIFMeasurementResult,inspectionDate,DateTime,No,,,Other
QIFMeasurementResult,inspectedBy,String,No,,,Other
QIFMeasurementResult,inspectionType,String,Yes,,,Other
QIFMeasurementResult,overallStatus,String,No,,,Other
QIFMeasurementResult,totalMeasurements,Int,No,auto,,Other
QIFMeasurementResult,passedMeasurements,Int,No,auto,,Other
QIFMeasurementResult,failedMeasurements,Int,No,auto,,Other
QIFMeasurementResult,qifXmlContent,String,No,,,Other
QIFMeasurementResult,qifVersion,String,No,3.0.0,,Other
QIFMeasurementResult,workOrderId,String,Yes,,,Other
QIFMeasurementResult,serializedPartId,String,Yes,,,Other
QIFMeasurementResult,faiReportId,String,Yes,,,Other
QIFMeasurementResult,measurementDeviceId,String,Yes,,,Other
QIFMeasurementResult,createdAt,DateTime,No,now(,,Other
QIFMeasurementResult,updatedAt,DateTime,No,,,Other
QIFMeasurementResult,faiReport,FAIReport,Yes,,,Other
QIFMeasurementResult,measurementDevice,MeasurementEquipment,Yes,,,Other
QIFMeasurementResult,qifMeasurementPlan,QIFMeasurementPlan,Yes,,,Other
QIFMeasurementResult,serializedPart,SerializedPart,Yes,,,Other
QIFMeasurementResult,workOrder,WorkOrder,Yes,,,Other
QIFMeasurementResult,measurements,QIFMeasurement[],No,,,Other
QIFMeasurement,id,String,No,cuid(,,Other
QIFMeasurement,qifMeasurementResultId,String,No,,,Other
QIFMeasurement,qifCharacteristicId,String,Yes,,,Other
QIFMeasurement,characteristicId,String,No,,,Other
QIFMeasurement,balloonNumber,String,Yes,,,Other
QIFMeasurement,measuredValue,Float,No,,,Other
QIFMeasurement,deviation,Float,Yes,,,Other
QIFMeasurement,status,String,No,,,Other
QIFMeasurement,measurementDate,DateTime,Yes,,,Other
QIFMeasurement,measuredBy,String,Yes,,,Other
QIFMeasurement,measurementDevice,String,Yes,,,Other
QIFMeasurement,uncertainty,Float,Yes,,,Other
QIFMeasurement,uncertaintyK,Float,Yes,,,Other
QIFMeasurement,notes,String,Yes,,,Other
QIFMeasurement,createdAt,DateTime,No,now(,,Other
QIFMeasurement,qifCharacteristic,QIFCharacteristic,Yes,,,Other
QIFMeasurement,qifMeasurementResult,QIFMeasurementResult,No,,,Other
SPCConfiguration,id,String,No,cuid(,,Other
SPCConfiguration,parameterId,String,No,,,Other
SPCConfiguration,chartType,SPCChartType,No,,,Other
SPCConfiguration,subgroupSize,Int,Yes,,,Other
SPCConfiguration,UCL,Float,Yes,,,Other
SPCConfiguration,centerLine,Float,Yes,,,Other
SPCConfiguration,LCL,Float,Yes,,,Other
SPCConfiguration,rangeUCL,Float,Yes,,,Other
SPCConfiguration,rangeCL,Float,Yes,,,Other
SPCConfiguration,rangeLCL,Float,Yes,,,Other
SPCConfiguration,USL,Float,Yes,,,Other
SPCConfiguration,LSL,Float,Yes,,,Other
SPCConfiguration,targetValue,Float,Yes,,,Other
SPCConfiguration,limitsBasedOn,LimitCalculationMethod,No,,,Other
SPCConfiguration,historicalDataDays,Int,Yes,,,Other
SPCConfiguration,lastCalculatedAt,DateTime,Yes,,,Other
SPCConfiguration,enabledRules,Json,No,,,Other
SPCConfiguration,ruleSensitivity,String,No,NORMAL,,Other
SPCConfiguration,enableCapability,Boolean,No,true,,Other
SPCConfiguration,confidenceLevel,Float,No,0.95,,Other
SPCConfiguration,isActive,Boolean,No,true,,Other
SPCConfiguration,createdBy,String,No,,,Other
SPCConfiguration,lastModifiedBy,String,Yes,,,Other
SPCConfiguration,createdAt,DateTime,No,now(,,Other
SPCConfiguration,updatedAt,DateTime,No,,,Other
SPCConfiguration,parameter,OperationParameter,No,,,Other
SPCConfiguration,violations,SPCRuleViolation[],No,,,Other
SPCRuleViolation,id,String,No,cuid(,,Other
SPCRuleViolation,configurationId,String,No,,,Other
SPCRuleViolation,ruleNumber,Int,No,,,Other
SPCRuleViolation,ruleName,String,No,,,Other
SPCRuleViolation,severity,String,No,,,Other
SPCRuleViolation,dataPointId,String,Yes,,,Other
SPCRuleViolation,value,Float,No,,,Other
SPCRuleViolation,timestamp,DateTime,No,,,Other
SPCRuleViolation,subgroupNumber,Int,Yes,,,Other
SPCRuleViolation,UCL,Float,Yes,,,Other
SPCRuleViolation,LCL,Float,Yes,,,Other
SPCRuleViolation,centerLine,Float,Yes,,,Other
SPCRuleViolation,deviationSigma,Float,Yes,,,Other
SPCRuleViolation,acknowledged,Boolean,No,auto,,Other
SPCRuleViolation,acknowledgedBy,String,Yes,,,Other
SPCRuleViolation,acknowledgedAt,DateTime,Yes,,,Other
SPCRuleViolation,resolution,String,Yes,,,Other
SPCRuleViolation,createdAt,DateTime,No,now(,,Other
SPCRuleViolation,configuration,SPCConfiguration,No,,,Other
SamplingPlan,id,String,No,cuid(,,Other
SamplingPlan,planName,String,No,,,Other
SamplingPlan,planType,SamplingPlanType,No,,,Other
SamplingPlan,parameterId,String,Yes,,,Other
SamplingPlan,operationId,String,Yes,,,Other
SamplingPlan,inspectionLevel,String,No,,,Other
SamplingPlan,AQL,Float,No,,,Other
SamplingPlan,lotSizeMin,Int,Yes,,,Other
SamplingPlan,lotSizeMax,Int,Yes,,,Other
SamplingPlan,sampleSizeNormal,Int,No,,,Other
SamplingPlan,acceptanceNumber,Int,No,,,Other
