Table Name,Field Name,Data Type,Category,Priority,Description,Business Purpose,Example Values,Constraints,Business Rules,Compliance Notes,Related Fields
BuildRecord,engineeringApprovalRequired,Boolean,Status,low,"Boolean flag indicating engineering approval required status","Supports other operations by tracking engineering approval required for BuildRecord entities","true; false","NOT NULL","","",""
BuildRecord,engineeringApproved,Boolean,Status,low,"Boolean flag indicating engineering approved status","Supports other operations by tracking engineering approved for BuildRecord entities","true; false","NOT NULL","","",""
BuildRecord,engineeringApprovedAt,DateTime,Temporal,low,"Date and time for engineering approved at","Supports other operations by tracking engineering approved at for BuildRecord entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
BuildRecord,customerApprovalRequired,Boolean,Status,low,"Boolean flag indicating customer approval required status","Supports other operations by tracking customer approval required for BuildRecord entities","true; false","NOT NULL","","",""
BuildRecord,customerApproved,Boolean,Status,low,"Boolean flag indicating customer approved status","Supports other operations by tracking customer approved for BuildRecord entities","true; false","NOT NULL","","",""
BuildRecord,customerApprovedAt,DateTime,Temporal,low,"Date and time for customer approved at","Supports other operations by tracking customer approved at for BuildRecord entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
BuildRecord,customerApprovedBy,String,Other,low,"Customer approved by information","Supports other operations by tracking customer approved by for BuildRecord entities",""Example customer approved by"; "Sample customer approved by"; "Test customer approved by"","NOT NULL; UNIQUE","","",""
BuildRecord,notes,String,Documentation,low,"Free-text description or notes","Provides detailed information and context for human understanding and documentation",""Precision machining of aerospace engine blade component"; "Quality inspection notes: Surface finish meets specification"","TEXT type; Optional; Max length: 4000 characters; NOT NULL; UNIQUE","","",""
BuildRecord,complianceNotes,String,Other,low,"Compliance notes information","Supports other operations by tracking compliance notes for BuildRecord entities",""Example compliance notes"; "Sample compliance notes"; "Test compliance notes"","NOT NULL; UNIQUE","","",""
StoredFile,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
StoredFile,versionId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
StoredFile,storageClass,StorageClass,Other,high,"Reference to StorageClass entity","Establishes relationship with StorageClass for other operations",""storageclass-001"; "storageclass-123"","NOT NULL","","",""
StoredFile,cacheStatus,CacheStatus,Other,high,"Reference to CacheStatus entity","Establishes relationship with CacheStatus for other operations",""cachestatus-001"; "cachestatus-123"","","","",""
StoredFile,documentId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
StoredFile,attachmentType,FileAttachmentType,Other,high,"Reference to FileAttachmentType entity","Establishes relationship with FileAttachmentType for other operations",""fileattachmenttype-001"; "fileattachmenttype-123"","","","",""
StoredFile,originalFileId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
StoredFile,encryptionKeyId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
StoredFile,uploadedById,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
StoredFile,uploadMethod,UploadMethod,Other,high,"Reference to UploadMethod entity","Establishes relationship with UploadMethod for other operations",""uploadmethod-001"; "uploadmethod-123"","NOT NULL","","",""
StoredFile,uploadSessionId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
StoredFile,processingStatus,ProcessingStatus,Other,high,"Reference to ProcessingStatus entity","Establishes relationship with ProcessingStatus for other operations",""processingstatus-001"; "processingstatus-123"","NOT NULL","","",""
StoredFile,backupEntries,BackupEntry,Other,high,"Reference to BackupEntry entity","Establishes relationship with BackupEntry for other operations",""backupentry-001"; "backupentry-123"","NOT NULL","","",""
StoredFile,accessLogs,FileAccessLog,Other,high,"Reference to FileAccessLog entity","Establishes relationship with FileAccessLog for other operations",""fileaccesslog-001"; "fileaccesslog-123"","NOT NULL","","",""
StoredFile,versions,FileVersion,Other,high,"Reference to FileVersion entity","Establishes relationship with FileVersion for other operations",""fileversion-001"; "fileversion-123"","NOT NULL","","",""
StoredFile,originalFile,StoredFile,Other,high,"Reference to StoredFile entity","Establishes relationship with StoredFile for other operations",""storedfile-001"; "storedfile-123"","","","",""
StoredFile,duplicateFiles,StoredFile,Other,high,"Reference to StoredFile entity","Establishes relationship with StoredFile for other operations",""storedfile-001"; "storedfile-123"","NOT NULL","","",""
StoredFile,lastCacheUpdate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","",""
StoredFile,storagePath,String,Other,low,"Storage path information","Supports other operations by tracking storage path for StoredFile entities",""Example storage path"; "Sample storage path"; "Test storage path"","NOT NULL; UNIQUE","","",""
StoredFile,storageProvider,String,Other,low,"Storage provider information","Supports other operations by tracking storage provider for StoredFile entities",""Example storage provider"; "Sample storage provider"; "Test storage provider"","NOT NULL; UNIQUE","","",""
StoredFile,bucket,String,Other,low,"Bucket information","Supports other operations by tracking bucket for StoredFile entities",""Example bucket"; "Sample bucket"; "Test bucket"","NOT NULL; UNIQUE","","",""
StoredFile,fileName,String,Other,low,"File name information","Supports other operations by tracking file name for StoredFile entities",""Example file name"; "Sample file name"; "Test file name"","NOT NULL; UNIQUE","","",""
StoredFile,originalFileName,String,Other,low,"Original file name information","Supports other operations by tracking original file name for StoredFile entities",""Example original file name"; "Sample original file name"; "Test original file name"","NOT NULL; UNIQUE","","",""
StoredFile,fileSize,Int,Other,low,"Numeric value for file size","Supports other operations by tracking file size for StoredFile entities","1; 10; 100","NOT NULL","","",""
StoredFile,mimeType,String,Other,low,"Mime type information","Supports other operations by tracking mime type for StoredFile entities",""Example mime type"; "Sample mime type"; "Test mime type"","NOT NULL; UNIQUE","","",""
StoredFile,fileHash,String,Other,low,"File hash information","Supports other operations by tracking file hash for StoredFile entities",""Example file hash"; "Sample file hash"; "Test file hash"","NOT NULL; UNIQUE","","",""
StoredFile,isLatestVersion,Boolean,Status,low,"Boolean flag indicating is latest version status","Supports other operations by tracking is latest version for StoredFile entities","true; false","NOT NULL","","",""
StoredFile,versionNumber,Int,Other,low,"Numeric value for version number","Supports other operations by tracking version number for StoredFile entities","1; 10; 100","NOT NULL","","",""
StoredFile,transitionedAt,DateTime,Temporal,low,"Date and time for transitioned at","Supports other operations by tracking transitioned at for StoredFile entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
StoredFile,metadata,Json,Other,low,"Metadata information","Supports other operations by tracking metadata for StoredFile entities",""Example metadata"; "Sample metadata"; "Test metadata"","","","",""
StoredFile,tags,String,Other,low,"Tags information","Supports other operations by tracking tags for StoredFile entities",""Example tags"; "Sample tags"; "Test tags"","NOT NULL; UNIQUE","","",""
StoredFile,cdnUrl,String,Other,low,"Cdn url information","Supports other operations by tracking cdn url for StoredFile entities",""Example cdn url"; "Sample cdn url"; "Test cdn url"","NOT NULL; UNIQUE","","",""
StoredFile,accessCount,Int,Other,low,"Numeric value for access count","Supports other operations by tracking access count for StoredFile entities","1; 10; 100","NOT NULL","","",""
StoredFile,lastAccessedAt,DateTime,Temporal,low,"Date and time for last accessed at","Supports other operations by tracking last accessed at for StoredFile entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
StoredFile,downloadCount,Int,Other,low,"Numeric value for download count","Supports other operations by tracking download count for StoredFile entities","1; 10; 100","NOT NULL","","",""
StoredFile,documentType,String,Other,low,"Document type information","Supports other operations by tracking document type for StoredFile entities",""Example document type"; "Sample document type"; "Test document type"","NOT NULL; UNIQUE","","",""
StoredFile,deduplicationRefs,Int,Other,low,"Numeric value for deduplication refs","Supports other operations by tracking deduplication refs for StoredFile entities","1; 10; 100","NOT NULL","","",""
StoredFile,retentionPolicy,String,Other,low,"Retention policy information","Supports other operations by tracking retention policy for StoredFile entities",""Example retention policy"; "Sample retention policy"; "Test retention policy"","NOT NULL; UNIQUE","","",""
StoredFile,expiresAt,DateTime,Temporal,low,"Date and time for expires at","Supports other operations by tracking expires at for StoredFile entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
StoredFile,autoDeleteAt,DateTime,Temporal,low,"Date and time for auto delete at","Supports other operations by tracking auto delete at for StoredFile entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
StoredFile,isEncrypted,Boolean,Status,low,"Boolean flag indicating is encrypted status","Supports other operations by tracking is encrypted for StoredFile entities","true; false","NOT NULL","","",""
StoredFile,encryptionAlgorithm,String,Other,low,"Encryption algorithm information","Supports other operations by tracking encryption algorithm for StoredFile entities",""Example encryption algorithm"; "Sample encryption algorithm"; "Test encryption algorithm"","NOT NULL; UNIQUE","","",""
StoredFile,uploadedByName,String,Other,low,"Uploaded by name information","Supports other operations by tracking uploaded by name for StoredFile entities",""Example uploaded by name"; "Sample uploaded by name"; "Test uploaded by name"","NOT NULL; UNIQUE","","",""
StoredFile,uploadedAt,DateTime,Temporal,low,"Date and time for uploaded at","Supports other operations by tracking uploaded at for StoredFile entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL; NOT NULL for audit fields","","",""
StoredFile,processingError,String,Other,low,"Processing error information","Supports other operations by tracking processing error for StoredFile entities",""Example processing error"; "Sample processing error"; "Test processing error"","NOT NULL; UNIQUE","","",""
StoredFile,thumbnailGenerated,Boolean,Status,low,"Boolean flag indicating thumbnail generated status","Supports other operations by tracking thumbnail generated for StoredFile entities","true; false","NOT NULL","","",""
StoredFile,thumbnailPath,String,Other,low,"Thumbnail path information","Supports other operations by tracking thumbnail path for StoredFile entities",""Example thumbnail path"; "Sample thumbnail path"; "Test thumbnail path"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,createdAt,DateTime,Audit,critical,"Timestamp when the record was initially created","Audit trail for record creation, required for compliance and data integrity",""2024-10-30T10:00:00.000Z"; "2024-10-30T14:22:15.123Z"","NOT NULL; Default: CURRENT_TIMESTAMP; NOT NULL; NOT NULL for audit fields","","","updatedAt; createdBy"
StandardOperatingProcedure,updatedAt,DateTime,Audit,critical,"Timestamp when the record was last modified","Tracks latest changes for audit trail and data synchronization",""2024-10-30T14:22:15.123Z"; "2024-10-30T16:45:30.456Z"","NOT NULL; Default: CURRENT_TIMESTAMP ON UPDATE; NOT NULL; NOT NULL for audit fields","","","createdAt; updatedBy"
StandardOperatingProcedure,status,WorkInstructionStatus,Status,high,"Current operational status of the entity","Tracks entity state for workflow management and business process control",""ACTIVE"; "INACTIVE"; "PENDING"; "COMPLETED"; "CANCELLED"","NOT NULL; Must be valid enum value; Default: ACTIVE; NOT NULL","","","statusChangedAt; statusChangedBy"
StandardOperatingProcedure,sopType,SOPType,Other,high,"Reference to SOPType entity","Establishes relationship with SOPType for other operations",""soptype-001"; "soptype-123"","NOT NULL","","",""
StandardOperatingProcedure,parentVersionId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,approvalWorkflowId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,approvedById,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,createdById,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,updatedById,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,acknowledgments,SOPAcknowledgment,Other,high,"Reference to SOPAcknowledgment entity","Establishes relationship with SOPAcknowledgment for other operations",""sopacknowledgment-001"; "sopacknowledgment-123"","NOT NULL","","",""
StandardOperatingProcedure,audits,SOPAudit,Other,high,"Reference to SOPAudit entity","Establishes relationship with SOPAudit for other operations",""sopaudit-001"; "sopaudit-123"","NOT NULL","","",""
StandardOperatingProcedure,steps,SOPStep,Other,high,"Reference to SOPStep entity","Establishes relationship with SOPStep for other operations",""sopstep-001"; "sopstep-123"","NOT NULL","","",""
StandardOperatingProcedure,approvedBy,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","","","",""
StandardOperatingProcedure,createdBy,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","NOT NULL","","",""
StandardOperatingProcedure,parentVersion,StandardOperatingProcedure,Other,high,"Reference to StandardOperatingProcedure entity","Establishes relationship with StandardOperatingProcedure for other operations",""standardoperatingprocedure-001"; "standardoperatingprocedure-123"","","","",""
StandardOperatingProcedure,childVersions,StandardOperatingProcedure,Other,high,"Reference to StandardOperatingProcedure entity","Establishes relationship with StandardOperatingProcedure for other operations",""standardoperatingprocedure-001"; "standardoperatingprocedure-123"","NOT NULL","","",""
StandardOperatingProcedure,updatedBy,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","NOT NULL","","",""
StandardOperatingProcedure,effectiveDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
StandardOperatingProcedure,supersededDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
StandardOperatingProcedure,nextReviewDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
StandardOperatingProcedure,isActive,Boolean,Status,medium,"Boolean flag indicating if the record is currently active","Simple active/inactive toggle for enabling/disabling entities in business processes","true; false","NOT NULL; Default: true; NOT NULL","","",""
StandardOperatingProcedure,documentNumber,String,Other,low,"Document number information","Supports other operations by tracking document number for StandardOperatingProcedure entities",""Example document number"; "Sample document number"; "Test document number"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,title,String,Other,low,"Title information","Supports other operations by tracking title for StandardOperatingProcedure entities",""Example title"; "Sample title"; "Test title"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,description,String,Documentation,low,"Free-text description or notes","Provides detailed information and context for human understanding and documentation",""Precision machining of aerospace engine blade component"; "Quality inspection notes: Surface finish meets specification"","TEXT type; Optional; Max length: 4000 characters; NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,version,String,Other,low,"Version information","Supports other operations by tracking version for StandardOperatingProcedure entities",""Example version"; "Sample version"; "Test version"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,ecoNumber,String,Other,low,"Eco number information","Supports other operations by tracking eco number for StandardOperatingProcedure entities",""Example eco number"; "Sample eco number"; "Test eco number"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,scope,String,Other,low,"Scope information","Supports other operations by tracking scope for StandardOperatingProcedure entities",""Example scope"; "Sample scope"; "Test scope"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,applicability,String,Other,low,"Applicability information","Supports other operations by tracking applicability for StandardOperatingProcedure entities",""Example applicability"; "Sample applicability"; "Test applicability"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,responsibleRoles,String,Other,low,"Responsible roles information","Supports other operations by tracking responsible roles for StandardOperatingProcedure entities",""Example responsible roles"; "Sample responsible roles"; "Test responsible roles"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,references,Json,Other,low,"References information","Supports other operations by tracking references for StandardOperatingProcedure entities",""Example references"; "Sample references"; "Test references"","","","",""
StandardOperatingProcedure,safetyWarnings,String,Other,low,"Safety warnings information","Supports other operations by tracking safety warnings for StandardOperatingProcedure entities",""Example safety warnings"; "Sample safety warnings"; "Test safety warnings"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,requiredPPE,String,Other,low,"Required p p e information","Supports other operations by tracking required p p e for StandardOperatingProcedure entities",""Example required p p e"; "Sample required p p e"; "Test required p p e"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,emergencyProcedure,String,Other,low,"Emergency procedure information","Supports other operations by tracking emergency procedure for StandardOperatingProcedure entities",""Example emergency procedure"; "Sample emergency procedure"; "Test emergency procedure"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,trainingRequired,Boolean,Status,low,"Boolean flag indicating training required status","Supports other operations by tracking training required for StandardOperatingProcedure entities","true; false","NOT NULL","","",""
StandardOperatingProcedure,trainingFrequency,String,Other,low,"Training frequency information","Supports other operations by tracking training frequency for StandardOperatingProcedure entities",""Example training frequency"; "Sample training frequency"; "Test training frequency"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,reviewFrequency,String,Other,low,"Review frequency information","Supports other operations by tracking review frequency for StandardOperatingProcedure entities",""Example review frequency"; "Sample review frequency"; "Test review frequency"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,imageUrls,String,Other,low,"Image urls information","Supports other operations by tracking image urls for StandardOperatingProcedure entities",""Example image urls"; "Sample image urls"; "Test image urls"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,videoUrls,String,Other,low,"Video urls information","Supports other operations by tracking video urls for StandardOperatingProcedure entities",""Example video urls"; "Sample video urls"; "Test video urls"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,attachmentUrls,String,Other,low,"Attachment urls information","Supports other operations by tracking attachment urls for StandardOperatingProcedure entities",""Example attachment urls"; "Sample attachment urls"; "Test attachment urls"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,tags,String,Other,low,"Tags information","Supports other operations by tracking tags for StandardOperatingProcedure entities",""Example tags"; "Sample tags"; "Test tags"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,categories,String,Other,low,"Categories information","Supports other operations by tracking categories for StandardOperatingProcedure entities",""Example categories"; "Sample categories"; "Test categories"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,keywords,String,Other,low,"Keywords information","Supports other operations by tracking keywords for StandardOperatingProcedure entities",""Example keywords"; "Sample keywords"; "Test keywords"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,thumbnailUrl,String,Other,low,"Thumbnail url information","Supports other operations by tracking thumbnail url for StandardOperatingProcedure entities",""Example thumbnail url"; "Sample thumbnail url"; "Test thumbnail url"","NOT NULL; UNIQUE","","",""
StandardOperatingProcedure,approvedAt,DateTime,Temporal,low,"Date and time for approved at","Supports other operations by tracking approved at for StandardOperatingProcedure entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
StandardOperatingProcedure,approvalHistory,Json,Other,low,"Approval history information","Supports other operations by tracking approval history for StandardOperatingProcedure entities",""Example approval history"; "Sample approval history"; "Test approval history"","","","",""
Kit,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
Kit,createdAt,DateTime,Audit,critical,"Timestamp when the record was initially created","Audit trail for record creation, required for compliance and data integrity",""2024-10-30T10:00:00.000Z"; "2024-10-30T14:22:15.123Z"","NOT NULL; Default: CURRENT_TIMESTAMP; NOT NULL; NOT NULL for audit fields","","","updatedAt; createdBy"
Kit,updatedAt,DateTime,Audit,critical,"Timestamp when the record was last modified","Tracks latest changes for audit trail and data synchronization",""2024-10-30T14:22:15.123Z"; "2024-10-30T16:45:30.456Z"","NOT NULL; Default: CURRENT_TIMESTAMP ON UPDATE; NOT NULL; NOT NULL for audit fields","","","createdAt; updatedBy"
Kit,workOrderId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Kit,operationId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Kit,workCellId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Kit,status,KitStatus,Status,high,"Current operational status of the entity","Tracks entity state for workflow management and business process control",""ACTIVE"; "INACTIVE"; "PENDING"; "COMPLETED"; "CANCELLED"","NOT NULL; Must be valid enum value; Default: ACTIVE; NOT NULL","","","statusChangedAt; statusChangedBy"
Kit,stagingLocationId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Kit,stagedById,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Kit,issuedById,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Kit,issuedToId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Kit,returnedById,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Kit,vendorId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Kit,createdById,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
Kit,workOrder,WorkOrder,Other,high,"Reference to WorkOrder entity","Establishes relationship with WorkOrder for other operations",""workorder-001"; "workorder-123"","NOT NULL","","",""
Kit,operation,Operation,Other,high,"Reference to Operation entity","Establishes relationship with Operation for other operations",""operation-001"; "operation-123"","","","",""
Kit,stagingLocation,StagingLocation,Other,high,"Reference to StagingLocation entity","Establishes relationship with StagingLocation for other operations",""staginglocation-001"; "staginglocation-123"","","","",""
Kit,createdBy,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","NOT NULL","","",""
Kit,stagedBy,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","","","",""
Kit,issuedBy,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","","","",""
Kit,issuedTo,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","","","",""
Kit,returnedBy,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","","","",""
Kit,kitItems,KitItem,Other,high,"Reference to KitItem entity","Establishes relationship with KitItem for other operations",""kititem-001"; "kititem-123"","NOT NULL","","",""
Kit,statusHistory,KitStatusHistory,Other,high,"Reference to KitStatusHistory entity","Establishes relationship with KitStatusHistory for other operations",""kitstatushistory-001"; "kitstatushistory-123"","NOT NULL","","",""
Kit,shortageAlerts,KitShortageAlert,Other,high,"Reference to KitShortageAlert entity","Establishes relationship with KitShortageAlert for other operations",""kitshortagealert-001"; "kitshortagealert-123"","NOT NULL","","",""
Kit,vendorKits,VendorKit,Other,high,"Reference to VendorKit entity","Establishes relationship with VendorKit for other operations",""vendorkit-001"; "vendorkit-123"","NOT NULL","","",""
Kit,priority,KitPriority,Business Logic,medium,"Business priority level for processing or attention","Determines processing order and resource allocation in manufacturing workflows",""LOW"; "NORMAL"; "HIGH"; "URGENT"; "CRITICAL"","NOT NULL; Must be valid priority level; Default: NORMAL; NOT NULL","","",""
Kit,requiredByDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
Kit,plannedStageDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
Kit,plannedIssueDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
Kit,kitNumber,String,Other,low,"Kit number information","Supports other operations by tracking kit number for Kit entities",""Example kit number"; "Sample kit number"; "Test kit number"","NOT NULL; UNIQUE","","",""
Kit,kitName,String,Other,low,"Kit name information","Supports other operations by tracking kit name for Kit entities",""Example kit name"; "Sample kit name"; "Test kit name"","NOT NULL; UNIQUE","","",""
Kit,assemblyStage,String,Other,low,"Assembly stage information","Supports other operations by tracking assembly stage for Kit entities",""Example assembly stage"; "Sample assembly stage"; "Test assembly stage"","NOT NULL; UNIQUE","","",""
Kit,stagedAt,DateTime,Temporal,low,"Date and time for staged at","Supports other operations by tracking staged at for Kit entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
Kit,issuedAt,DateTime,Temporal,low,"Date and time for issued at","Supports other operations by tracking issued at for Kit entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
Kit,isPartiallyConsumed,Boolean,Status,low,"Boolean flag indicating is partially consumed status","Supports other operations by tracking is partially consumed for Kit entities","true; false","NOT NULL","","",""
